-0.46543 -0.0233678 
-0.460867 -0.0331967 
-0.456304 -0.0433971 
-0.451741 -0.0478098 
-0.447178 -0.043565 
-0.442615 -0.0308587 
-0.438052 -0.0151248 
-0.433489 -0.00307897 
-0.428926 0.00118844 
-0.424363 -0.00273281 
-0.4198 -0.011476 
-0.415237 -0.0206007 
-0.410674 -0.0264515 
-0.406111 -0.0264101 
-0.401548 -0.0179738 
-0.396985 -0.00143139 
-0.392422 0.0197202 
-0.387859 0.0398722 
-0.383296 0.0529095 
-0.378733 0.0564335 
-0.374169 0.0531332 
-0.369606 0.0483747 
-0.365043 0.0461777 
-0.36048 0.0473309 
-0.355917 0.0481181 
-0.351354 0.0414927 
-0.346791 0.0244911 
-0.342228 0.00155328 
-0.337665 -0.0213062 
-0.333102 -0.0392373 
-0.328539 -0.0517681 
-0.323976 -0.0614924 
-0.319413 -0.0701777 
-0.31485 -0.0781513 
-0.310287 -0.0862837 
-0.305724 -0.0971614 
-0.301161 -0.112204 
-0.296598 -0.12961 
-0.292035 -0.146029 
-0.287472 -0.15852 
-0.282909 -0.166279 
-0.278346 -0.170163 
-0.273783 -0.170318 
-0.26922 -0.166965 
-0.264656 -0.162675 
-0.260093 -0.161422 
-0.25553 -0.163713 
-0.250967 -0.165541 
-0.246404 -0.161067 
-0.241841 -0.147646 
-0.237278 -0.127745 
-0.232715 -0.105982 
-0.228152 -0.0871906 
-0.223589 -0.074052 
-0.219026 -0.0673183 
-0.214463 -0.0683268 
-0.2099 -0.0779762 
-0.205337 -0.0935686 
-0.200774 -0.110121 
-0.196211 -0.124591 
-0.191648 -0.135683 
-0.187085 -0.141753 
-0.182522 -0.142338 
-0.177959 -0.138605 
-0.173396 -0.133822 
-0.168833 -0.132629 
-0.16427 -0.137108 
-0.159706 -0.14485 
-0.155143 -0.151176 
-0.15058 -0.152451 
-0.146017 -0.148418 
-0.141454 -0.141971 
-0.136891 -0.135476 
-0.132328 -0.128372 
-0.127765 -0.119214 
-0.123202 -0.108892 
-0.118639 -0.0996336 
-0.114076 -0.0934348 
-0.109513 -0.0901646 
-0.10495 -0.0868405 
-0.100387 -0.0797023 
-0.0958239 -0.0684115 
-0.0912608 -0.0536494 
-0.0866978 -0.0354069 
-0.0821348 -0.013327 
-0.0775717 0.0141116 
-0.0730087 0.048054 
-0.0684456 0.0886582 
-0.0638826 0.133067 
-0.0593196 0.177286 
-0.0547565 0.218136 
-0.0501935 0.254399 
-0.0456304 0.286061 
-0.0410674 0.315402 
-0.0365043 0.347091 
-0.0319413 0.385807 
-0.0273783 0.434609 
-0.0228152 0.497683 
-0.0182522 0.582534 
-0.0136891 0.695114 
-0.00912608 0.827558 
-0.00456304 0.947661 
0.0 1.0 
0.00456304 0.947661 
0.00912608 0.827558 
0.0136891 0.695115 
0.0182522 0.582534 
0.0228152 0.497683 
0.0273783 0.434609 
0.0319413 0.385807 
0.0365043 0.347091 
0.0410674 0.315402 
0.0456304 0.286061 
0.0501935 0.254399 
0.0547565 0.218136 
0.0593196 0.177287 
0.0638826 0.133067 
0.0684456 0.0886581 
0.0730087 0.048054 
0.0775717 0.0141116 
0.0821348 -0.013327 
0.0866978 -0.0354068 
0.0912608 -0.0536494 
0.0958239 -0.0684115 
0.100387 -0.0797023 
0.10495 -0.0868405 
0.109513 -0.0901646 
0.114076 -0.0934348 
0.118639 -0.0996336 
0.123202 -0.108892 
0.127765 -0.119215 
0.132328 -0.128372 
0.136891 -0.135476 
0.141454 -0.141971 
0.146017 -0.148418 
0.15058 -0.152451 
0.155143 -0.151176 
0.159706 -0.14485 
0.16427 -0.137108 
0.168833 -0.132629 
0.173396 -0.133822 
0.177959 -0.138605 
0.182522 -0.142338 
0.187085 -0.141753 
0.191648 -0.135683 
0.196211 -0.12459 
0.200774 -0.110121 
0.205337 -0.0935687 
0.2099 -0.0779762 
0.214463 -0.0683268 
0.219026 -0.0673183 
0.223589 -0.074052 
0.228152 -0.0871906 
0.232715 -0.105982 
0.237278 -0.127745 
0.241841 -0.147646 
0.246404 -0.161067 
0.250967 -0.165541 
0.25553 -0.163713 
0.260093 -0.161422 
0.264656 -0.162675 
0.26922 -0.166965 
0.273783 -0.170318 
0.278346 -0.170163 
0.282909 -0.166279 
0.287472 -0.158519 
0.292035 -0.146029 
0.296598 -0.12961 
0.301161 -0.112204 
0.305724 -0.0971614 
0.310287 -0.0862836 
0.31485 -0.0781513 
0.319413 -0.0701777 
0.323976 -0.0614925 
0.328539 -0.0517681 
0.333102 -0.0392373 
0.337665 -0.0213062 
0.342228 0.00155326 
0.346791 0.0244911 
0.351354 0.0414926 
0.355917 0.0481181 
0.36048 0.047331 
0.365043 0.0461777 
0.369606 0.0483748 
0.374169 0.0531332 
0.378733 0.0564335 
0.383296 0.0529095 
0.387859 0.0398722 
0.392422 0.0197203 
0.396985 -0.00143145 
0.401548 -0.0179738 
0.406111 -0.0264101 
0.410674 -0.0264516 
0.415237 -0.0206007 
0.4198 -0.0114759 
0.424363 -0.00273279 
0.428926 0.00118841 
0.433489 -0.00307901 
0.438052 -0.0151248 
0.442615 -0.0308586 
0.447178 -0.043565 
0.451741 -0.0478098 
0.456304 -0.0433971 
0.460867 -0.0331967 
0.46543 -0.0233678 
